CPS Name,Lit. Name,system_name,sysname,cps_identifier,Msini_pre_med,Msini_pre_high,Msini_pre_low,a_pre_med,a_pre_high,a_pre_low,ecc_pre_med,ecc_pre_high,ecc_pre_low,comp_ind,teff,teff_err,feh,feh_err,logg,logg_err,Rstar,Rstar_err,Mstar,Mstar_err,Vmag,BV_color,parallax,a_post_low,a_post_med,a_post_high,Mtrue_post_low,Mtrue_post_med,Mtrue_post_high,ecc_post_low,ecc_post_med,ecc_post_high,om_post_low,om_post_med,om_post_high,inc_post_low,inc_post_med,inc_post_high,asc_post_low,asc_post_med,asc_post_high,per_post_low,per_post_med,per_post_high,tp_post_low,tp_post_med,tp_post_high,dmu,dmu_err,signif_dmu,logrhk,age
HD 141004 b,HIP 77257 b,HD 141004,HD141004,141004,0.0428,0.0047,0.0045,0.1238,0.002,0.002,0.16,0.11,0.1,0,5885.4,94.3,0.025,0.062,4.174,0.031,1.389,0.033,1.052,0.051,4.0791,0.6,0.08461,0.0020196422365457,0.1237598538308028,0.0019297532418923,0.0079879714595139,0.0555405924213409,0.0308841673580118,0.0681639883686759,0.2914085716298241,0.0639069845061315,15.194946913612856,21.770866836565244,14.736630596285554,43.52822226741844,91.76443122631272,41.11179928747529,123.42993069847644,182.3506809848802,121.37642926188389,0.0011097164733282,15.50764610785834,0.0011246319436644,0.5260918401181698,2455197.966646762,0.637576446402818,0.2256019562482834,0.3821994364261627,False,-4.958,4.8
HD 141399 d,HD 141399 d,HD 141399,HD141399,141399,0.452,0.017,0.017,0.4176,0.007,0.0073,0.053,0.015,0.015,0,5594.8,86.5,0.366,0.057,4.194,0.032,1.387,0.031,1.091,0.056,4.4082,0.77,0.02699,0.0067919408057435,0.4174866832837385,0.0063911933446156,0.0285231911717966,0.4865285259940131,0.0681469952168699,0.011492867532903,0.0647281756567819,0.0116000670817957,8.756874276247572,-165.6486280530203,17.486294708468392,26.50593128929505,93.39581586297244,25.40271182011159,126.10268549875336,182.3887762719535,121.08434334191232,0.0128855047998683,94.36455523057428,0.0130025889230864,2.587488525547087,2455230.1621110137,2.5764410635456443,0.1505590826272964,0.0277292001992464,True,-5.009,5.77
HD 141399 b,HD 141399 b,HD 141399,HD141399,141399,1.329,0.046,0.047,0.693,0.012,0.012,0.0465,0.0068,0.0068,1,5594.8,86.5,0.366,0.057,4.194,0.032,1.387,0.031,1.091,0.056,4.4082,0.77,0.02699,0.0112610519474065,0.6930488982125069,0.0106010718343974,0.0735666443134528,1.3986944153005612,0.1479964961910331,0.0048993647261553,0.0460157590237886,0.0051026606491313,6.630781521238077,-158.51747719536755,7.1667936181884215,23.87495326632066,89.64688996463717,22.79543622524672,108.9879331567778,176.0155461459571,120.27154764202028,0.0282458329161272,201.7518168621306,0.0292939626681629,3.703131211455912,2455282.577105995,3.935390495229513,0.1505590826272964,0.0277292001992464,True,-5.009,5.77
HD 141399 c,HD 141399c,HD 141399,HD141399,141399,1.263,0.047,0.048,2.114,0.036,0.037,0.044,0.013,0.013,2,5594.8,86.5,0.366,0.057,4.194,0.032,1.387,0.031,1.091,0.056,4.4082,0.77,0.02699,0.0339654431472715,2.109143062942785,0.0321994833254106,0.1490904771069299,1.4240737212770578,0.5313703416722193,0.009518845735419,0.0280800505690557,0.0097265078107415,24.674099548504717,-71.30713405282184,22.84353219129033,36.824799125737286,104.51517590869408,35.55510412308891,29.22120591156147,296.34472449685563,28.068665079595178,1.553835947956259,1071.1669377020671,1.4666563908208443,74.32688318891451,2455349.180862127,66.614456708543,0.1505590826272964,0.0277292001992464,True,-5.009,5.77
HD 141399 e,HD 141399 e,HD 141399,HD141399,141399,0.644,0.042,0.04,4.5,0.11,0.11,0.047,0.052,0.033,3,5594.8,86.5,0.366,0.057,4.194,0.032,1.387,0.031,1.091,0.056,4.4082,0.77,0.02699,0.0916697992874349,4.715317777729221,0.0858446241654489,0.2755371272872738,1.023173805057059,0.4613440472551027,0.0331555066974632,0.049588817962214,0.0407353076267388,64.41494417001807,-88.74122083626288,238.9010611814313,40.89889236104885,73.56017525317647,68.0881951522464,24.28797212906568,302.35182794361185,22.256567815643336,43.898104449223865,3579.3809175243287,44.326060123143634,589.4944508313201,2456864.3105551205,660.4900391562842,0.1505590826272964,0.0277292001992464,True,-5.009,5.77
HD 143761 b,rho CrB b,HD 143761,HD143761,143761,1.057,0.024,0.024,0.2213,0.0025,0.0025,0.0355,0.0035,0.0037,0,5770.3,84.0,-0.194,0.059,4.132,0.025,1.355,0.032,0.911,0.031,4.1938,0.61,0.05722,0.0023367096222383,0.2215240125826389,0.0021837060855142,0.0885209614814257,1.1614377248024623,0.2706754314477697,0.0032782560666179,0.036878003818285,0.0033765533995369,4.904596088265677,-96.46952896260426,4.876882923957453,34.41448383549583,94.71858379506088,30.655649288622016,123.18531219888148,177.5164994385398,121.29513501130036,0.0004614946082952,39.84420412997054,0.0004624470265355,0.542046073358506,2455220.4952312345,0.5448181894607842,0.0710827708244323,0.0605412200093269,False,-5.051,6.69
HD 143761 c,rho CrB c,HD 143761,HD143761,143761,0.0885,0.0055,0.0056,0.4157,0.0046,0.0047,0.044,0.05,0.031,1,5770.3,84.0,-0.194,0.059,4.132,0.025,1.355,0.032,0.911,0.031,4.1938,0.61,0.05722,0.0043782769550448,0.4157908824686774,0.0041233459771288,0.0119545061804716,0.0931009925657784,0.0446689261542024,0.0616143712513892,0.1002999564468539,0.0701330723052463,32.43363660104845,-109.15967909843344,64.2888045925811,41.25363017238574,92.40071964498593,40.3316184484804,117.0829867367813,167.25301925969853,127.59181773604332,0.0586179337400381,102.5228826676226,0.0577755173227956,9.57038757065311,2455250.170005681,14.10026639373973,0.0710827708244323,0.0605412200093269,False,-5.051,6.69
HD 145675 b,14 Her b,HD 145675,HD145675,145675,4.85,0.15,0.14,2.83,0.04,0.041,0.3674,0.0035,0.0038,0,5314.9,81.6,0.405,0.047,4.427,0.031,0.996,0.022,0.969,0.042,5.3762,0.9,0.05574,0.0430436001423624,2.8357403832567867,0.0391203760828422,1.2197346638648048,8.502856550043226,0.7112371686071572,0.0027445955201255,0.3635607683083086,0.0027669203868589,0.4274240148890698,23.012478123652176,0.4140117023252259,2.9702862054188266,34.8826150973442,7.5771623756100865,11.818094677949771,230.25961516662085,11.79916447189666,0.4742101749793619,1766.4505630812496,0.5114234071597821,1.7291415929794312,2454907.0606496623,1.7418048116378486,1.308161973953247,0.0485439375042915,True,-5.042,6.49
HD 145675 c,14 Her c,HD 145675,HD145675,145675,5.8,1.4,1.0,16.4,9.3,4.3,0.45,0.17,0.15,1,5314.9,81.6,0.405,0.047,4.427,0.031,0.996,0.022,0.969,0.042,5.3762,0.9,0.05574,3.010945898401861,18.557069117117816,5.244885243044706,1.064416249958719,6.855054351241461,1.895121729353506,0.0806531943482613,0.495060699063283,0.0964030468578571,3.834922480654359,-3.729917321091659,3.5626122478724813,21.7387927795324,73.74903056058918,36.01767539870916,29.641882318878856,301.2770225011037,25.814539006275083,6846.889189657733,29587.153338801472,13267.788251179809,8710.355521366,2478209.6976653417,12604.71807597438,1.308161973953247,0.0485439375042915,True,-5.042,6.49
HD 145934 b,HD 145934 b,HD 145934,HD145934,145934,2.04,0.24,0.23,4.73,0.2,0.21,0.057,0.057,0.039,0,4823.7,78.1,0.095,0.06,3.011,0.059,6.931,0.172,1.813,0.232,5.1552,1.05,0.00436,0.2167201035765558,4.770439095160494,0.205697160083683,0.3871491829619404,2.264640960367163,1.1043131248113496,0.0425638277602842,0.0629622549870105,0.0612004126754105,67.06277839811167,-26.000045497884425,62.31956072292542,40.84149866083303,87.96136681970495,41.74256966868563,122.06433648323042,178.71203759744327,121.7619044861413,44.41306539055495,2832.740304351013,42.89783054181999,1873.0844524474812,2454619.912612551,514.0094926049933,0.0,100000000.0,False,-5.301,14.24
HD 1461 b,HD 1461 b,HD 1461,HD1461,1461,0.0208,0.0019,0.0018,0.06361,0.00096,0.00099,0.062,0.06,0.042,0,5695.2,94.3,0.182,0.062,4.327,0.031,1.152,0.027,1.031,0.047,4.6106,0.68,0.04261,0.000952335179308,0.063657875358578,0.0009386094813887,0.003236384316647,0.0234334583692937,0.01206597597429,0.0658308088538856,0.1003243023365138,0.0733005680388867,47.26020919896661,8.008000996324457,55.697336546394496,40.76806069703992,90.6318173920716,41.28024297352306,123.22896027602845,180.20488205788573,124.33058421599154,0.0002403727038045,5.7717833021352565,0.0002440302462858,1.3306175065226853,2455198.8226148,3.832400356419385,0.0559882372617721,0.038706362247467,False,-5.009,5.76
HD 1461 c,HD 1461c,HD 1461,HD1461,1461,0.0222,0.0028,0.0028,0.1121,0.0017,0.0017,0.112,0.1,0.077,1,5695.2,94.3,0.182,0.062,4.327,0.031,1.152,0.027,1.031,0.047,4.6106,0.68,0.04261,0.0016791006282817,0.1121881449539195,0.0016541864492236,0.0045765932579625,0.0309719885576323,0.0162372275092482,0.0921251267284692,0.3778503424800304,0.096127384029179,11.945623349766777,-139.53237442026952,14.817024958635884,42.648569021372666,94.70620269744948,40.64327441289669,134.24881050908056,192.6638187690281,116.38248181453449,0.001221844100689,13.503691139846786,0.001091792519313,0.3550107488408685,2455205.0882899053,0.4818270481191575,0.0559882372617721,0.038706362247467,False,-5.009,5.76
HD 147379A b,HD 147379A b,HD 147379A,HD147379A,147379a,0.096,0.012,0.012,0.3315,0.0024,0.0024,0.096,0.11,0.068,0,4126.1,37.6,0.114,0.071,4.65,0.01,0.628,0.007,0.648,0.014,8.4608,1.41,0.09287,0.0024187336532447,0.331534217304044,0.0023958249861452,0.0193900525650178,0.1096654511745997,0.0614865489037598,0.1749341386630519,0.2397898722329833,0.2326446617408551,26.252694907135464,-138.8404509387781,187.0556956767336,42.92847276937451,90.4499490759301,41.97254580271908,121.99654341042807,179.19015760859995,122.85748572875116,0.0670959743900425,86.6015504102831,0.0725510153914967,6.631599751766771,2455240.309232689,8.749396598897874,0.0295921713113784,0.0455893389880657,False,-4.636,1.51
HD 154345 b,HD 154345 b,HD 154345,HD154345,154345,0.905,0.071,0.089,4.272,0.086,0.08,0.038,0.036,0.027,0,5490.6,81.1,-0.07,0.06,4.505,0.032,0.87,0.019,0.886,0.041,5.4564,0.76,0.05466,0.0667690368755797,4.1319850466121775,0.0658355277475033,0.0581661130288519,1.1656044282536944,0.0940104176016494,0.0196575232843743,0.0658291401568952,0.0197536297787006,17.692786403235438,-49.57289053474944,15.835975773300229,20.372584765146517,88.48351466145118,20.06068498185273,30.830665508948897,67.44717182737539,25.737036532737804,23.227945766195266,3257.170755446576,23.39429068480831,159.5759005122818,2455001.6402251585,139.91278265602887,0.121074378490448,0.0313530787825584,True,-4.766,2.37
HD 156279 b,HD 156279 b,HD 156279,HD156279,156279,9.5,0.31,0.31,0.5039,0.0082,0.0084,0.64779,0.00068,0.00066,0,5458.2,84.2,0.192,0.058,4.45,0.033,0.966,0.022,0.96,0.047,5.3266,0.801,0.0276,0.0078681089785806,0.5064195409536558,0.007420365989979,0.5789512435394837,10.22920781694003,1.5515563774769952,0.0010320441139922,0.6479185118470235,0.0010168930147786,0.1632097726260468,-94.38081838587748,0.1680853165578781,25.530845255716105,83.54972555259198,26.98072165651618,96.18323550189682,147.83168096205796,159.13175957963458,0.0049508380693055,133.39894655157423,0.0049239400959208,0.0270390803925693,2455259.188874465,0.0262114889919757,0.4945645928382873,0.0378744229674339,True,-4.952,4.7
HD 156279 c,HD 156279c,HD 156279,HD156279,156279,9.44,0.31,0.32,5.46,0.091,0.093,0.2597,0.005,0.0049,1,5458.2,84.2,0.192,0.058,4.45,0.033,0.966,0.022,0.96,0.047,5.3266,0.801,0.0276,0.0881760986860991,5.500313946474109,0.0860589228235984,0.5739979222383003,10.312345863735784,0.6547515371360095,0.0072486454016097,0.2595405044891011,0.0075384630455295,1.6533837256729529,98.8779737344657,1.5882227296314966,13.106814296580538,76.84691075250475,37.33116443044739,31.543445606542235,102.03021781694514,15.88940065359023,29.20966244716601,4775.801076506044,31.4908910330023,16.481849551200867,2455896.9402853334,15.501997505314648,0.4945645928382873,0.0378744229674339,True,-4.952,4.7
HD 156668 c,HD 156668c,HD 156668,HD156668,156668,0.0158,0.0013,0.0013,0.05025,0.0005,0.00051,0.235,0.072,0.072,0,4903.7,59.6,0.049,0.056,4.551,0.018,0.775,0.012,0.785,0.024,6.5244,1.015,0.04107,0.0005144890383806,0.0502464451769328,0.0005160790867083,0.0025130154757553,0.017650167059102,0.0100496476185672,0.054868689924983,0.3179906244259257,0.0539192097990906,15.34327268866997,-158.36775646389384,330.85576581749103,45.68358798161572,91.8262886327468,40.744038785739605,123.90828502628165,181.35968601286805,121.96234469872483,0.0001202193683624,4.642638436923023,0.0001182342739038,0.194832507520914,2455197.902871676,0.2186640952713787,0.0366631932556629,0.0357430577278137,False,-4.889,3.72
HD 156668 b,HD 156668 b,HD 156668,HD156668,156668,0.0991,0.0079,0.0077,1.57,0.017,0.017,0.089,0.084,0.061,1,4903.7,59.6,0.049,0.056,4.551,0.018,0.775,0.012,0.785,0.024,6.5244,1.015,0.04107,0.0159712299498375,1.5429194780793565,0.0165223482876952,0.0160450129391023,0.1139360064759793,0.066394415325971,0.0579522421311382,0.094447940296389,0.0623506612408967,268.08478285871115,106.63651832816308,55.57491804560532,43.10512615018646,88.17526462929672,43.42052943143728,120.84259518219446,179.72991580149954,123.28607033681864,2.533419578659391,790.0758955898298,2.519707801309096,115.66046073939653,2455240.7999858926,85.12404739949852,0.0366631932556629,0.0357430577278137,False,-4.889,3.72
HD 16141 b,HD 16141 b,HD 16141,HD16141,16141,0.25,0.017,0.017,0.3609,0.0072,0.0075,0.195,0.051,0.051,0,5771.0,97.4,0.155,0.062,4.1,0.035,1.549,0.038,1.101,0.068,4.0041,0.71,0.02644,0.0075443585667588,0.3607740675062435,0.007409269461506,0.041386831939592,0.2889245398917049,0.1620314648405338,0.0523561998876903,0.1734875823293242,0.053293503912857,19.06327045620482,61.59471533346236,22.924064797940066,42.5218802546206,88.44414011601154,42.98737807024736,122.67347996782011,183.30155790918295,119.64608775863422,0.016453253756282,75.45006150732154,0.0164806245483077,3.742053973022848,2455172.653503626,4.669186162296683,0.0107446582987904,0.0397357009351253,False,-5.051,6.68
HD 16160,HIP 12114,HD 16160,HD16160,16160,67.3,1.5,1.5,16.37,0.28,0.28,0.6427,0.0038,0.0039,0,4813.5,72.9,-0.036,0.073,4.584,0.018,0.731,0.012,0.752,0.026,6.5307,0.99,0.13821,0.2300839926009494,17.90545434013691,0.2292811597349704,2.6323152541823447,102.4141555918935,2.661302200289469,0.0020454291545172,0.6579943440238603,0.002051952648117,0.1113707389757792,133.4858606580861,0.1100909164728136,0.7007050711704323,46.00776411533769,0.7195590516289201,1.0316866292130271,305.92328515321367,1.0381336906081629,276.13358869914373,30014.353516712126,281.4778346944732,1.9411701476201413,2458213.083719759,1.9245192743837836,30.083696365356445,0.4093137979507446,True,-4.93,4.33
HD 164922 e,HD 164922 e,HD 164922,HD164922,164922,0.0149,0.0021,0.0021,0.1023,0.0012,0.0012,0.18,0.17,0.12,0,5393.4,68.3,0.197,0.057,4.398,0.025,1.002,0.022,0.921,0.032,5.2853,0.8,0.04542,0.0012421650014958,0.1023068103074996,0.001171290251053,0.0031424042466049,0.0199251197998344,0.009869032791118,0.0951734397056207,0.2707101252497471,0.0912968207806707,22.63733999059148,-20.14899009918152,19.5303366087716,40.78449436605501,88.75729435227878,42.21162445822979,116.92773297965252,171.2524973051019,127.32062197090104,0.0013257016426457,12.45781142814692,0.0012098164300269,2.1499201632104814,2455207.276785329,0.6153166531585157,0.0416726320981979,0.0236920081079006,False,-5.069,7.12
HD 164922 d,HD 164922 d,HD 164922,HD164922,164922,0.0331,0.0031,0.0031,0.2292,0.0026,0.0027,0.086,0.083,0.06,1,5393.4,68.3,0.197,0.057,4.398,0.025,1.002,0.022,0.921,0.032,5.2853,0.8,0.04542,0.0027872469013298,0.2291692608573524,0.0026243791115015,0.0050623629620897,0.0382822186634919,0.017965552474788,0.0425995199040407,0.059692225548558,0.0621998276573089,137.07616174592576,-9.085889728090155,155.35160475260562,40.30470224769735,91.7087436212484,39.26736833084496,124.10886615356192,177.36359398151075,124.01512188107094,0.0100530797110209,41.7651261063274,0.0099461288415056,9.244817645754663,2455182.9876298634,9.790406356565654,0.0416726320981979,0.0236920081079006,False,-5.069,7.12
HD 164922 c,HD 164922c,HD 164922,HD164922,164922,0.0451,0.0036,0.0036,0.3411,0.0039,0.004,0.096,0.088,0.066,2,5393.4,68.3,0.197,0.057,4.398,0.025,1.002,0.022,0.921,0.032,5.2853,0.8,0.04542,0.0041398652689766,0.3409192135983261,0.0038881510321575,0.0067826427871989,0.0505674720261341,0.0207425753309369,0.0416090169144485,0.0588967313189191,0.0602383105340486,96.12531461273184,-54.00671912926265,197.7339375965517,40.92306451342533,89.92558786119234,40.22717259236392,116.72800222973088,170.44842369196837,124.5414515552708,0.0354281396957105,75.77737161691067,0.0337434652354033,18.39070704160258,2455166.377930398,14.49031708855182,0.0416726320981979,0.0236920081079006,False,-5.069,7.12
HD 164922 b,HD 164922 b,HD 164922,HD164922,164922,0.344,0.013,0.013,2.149,0.025,0.025,0.065,0.027,0.029,3,5393.4,68.3,0.197,0.057,4.398,0.025,1.002,0.022,0.921,0.032,5.2853,0.8,0.04542,0.0262175003128715,2.1486567691156213,0.0251129219167243,0.0368190572610383,0.3772635552495058,0.1191215645366525,0.0225479068005297,0.0757100230193624,0.0214700052013193,18.416890049342044,108.51189738211768,17.514133077085916,37.91951096666006,88.48246912788933,35.52931819237422,121.5331140803384,186.92233401732295,116.45544435941704,2.417738992492332,1198.8460854404389,2.5665093617615184,60.60936908610165,2454403.351505959,57.79243005765602,0.0416726320981979,0.0236920081079006,False,-5.069,7.12
HD 167042 b,HD 167042 b,HD 167042,HD167042,167042,1.59,0.13,0.13,1.304,0.04,0.043,0.092,0.061,0.057,0,4926.1,79.2,0.093,0.061,3.286,0.052,4.902,0.108,1.691,0.159,2.4751,0.943,0.02011,0.0417174329355964,1.3024103727170877,0.0395653100074964,0.258532396217789,1.9089847243393585,1.040403231601424,0.0164684791567098,0.1506389801328511,0.0162211957348899,6.295018305760465,87.20397944903166,6.476434034249451,42.231174000605606,89.09640267181288,42.53596045732834,124.71771192082082,185.490829204512,119.31605417113931,0.2370266469741864,417.8433397223333,0.2344378588058475,7.019957987125963,2455065.682317636,7.241639105137438,0.0423372574150562,0.048829611390829,False,-5.129,8.67
HD 167215,HD 167215,HD 167215,HD167215,167215,201.1,4.2,4.2,7.205,0.077,0.076,0.8522,0.00059,0.00066,0,6113.2,96.5,-0.306,0.062,3.999,0.024,1.689,0.038,1.045,0.033,3.6224,0.48,0.0122,0.1152929965178719,7.484887823216894,0.1660753479817112,6.271594121845538,140.18134447388604,6.484843746784094,0.016094923025568,0.9062342404446202,0.0142522734996073,3.319841683502233,143.6058782027714,3.0791125623304936,7.958941781794934,90.50030062798945,7.996264923551948,7.702283247044932,211.77732542942016,7.6335762798399855,105.01475695507544,6873.129383288211,215.1159434688252,216.88855941360816,2451741.6821624567,106.38863297970966,1.640919208526611,0.0483712255954742,True,-4.798,2.67
HD 167665,HD 167665,HD 167665,HD167665,167665,48.4,1.4,1.4,5.39,0.079,0.08,0.3421,0.004,0.0044,0,6139.0,90.5,-0.141,0.059,4.186,0.029,1.376,0.032,1.063,0.047,4.0394,0.54,0.03201,0.0793499691354764,5.480433694939721,0.0778052163893106,2.4559218902883586,56.99020163037895,2.791193131901224,0.0034149804377773,0.3425010649376119,0.0033358368402569,0.5462531455133615,-135.79166329144329,0.5442156139417591,56.06972039207625,113.53277304259606,4.214283089272854,1.3652640345086908,38.13582020180076,1.374291300276063,4.5399813508602165,4434.238611507711,4.688077854407311,7.288306476548314,2456953.0554887536,7.47947410447523,4.824045181274414,0.1082209423184394,True,-4.816,2.84
HD 168009 b,HIP 89474 b,HD 168009,HD168009,168009,0.03,0.0038,0.0037,0.1192,0.0017,0.0018,0.121,0.11,0.082,0,5778.3,94.4,0.018,0.061,4.265,0.03,1.21,0.028,0.986,0.044,4.5302,0.604,0.04288,0.0017940884502022,0.1192163798200869,0.0017525073028526,0.006432994752831,0.0337854435839162,0.0182726966418938,0.0741947934542147,0.1053333622262699,0.124197801698097,163.09047754404253,64.63200782892649,67.43648070421911,42.94361041727666,90.10637240979348,42.28998586922772,123.94949123498476,181.13038397213995,121.39987277773037,0.0023039508995399,15.140862362311498,0.0023278885345412,2.6544528477825224,2455189.017841422,6.395105819683522,0.0204894412308931,0.0285281874239444,False,-4.988,5.34
HD 168443 b,HD 168443 b,HD 168443,HD168443,168443,7.92,0.16,0.16,0.2977,0.0029,0.003,0.5313,0.00062,0.00061,0,5530.0,97.4,0.076,0.062,3.988,0.023,1.711,0.04,1.042,0.031,4.028,0.7,0.02521,0.0023543354838449,0.2990262955194997,0.0027040878874773,0.5896805267967604,8.658920639130589,1.8650710636893544,0.0010717535016034,0.5306396372250619,0.0010283991882664,0.1468986679786326,172.79634935994932,0.1379236807570123,22.547390668226846,79.0547885544252,35.659054777026896,102.40165196517869,160.34476547183735,130.73715965402627,0.0001343708258971,58.111282598626254,0.0001393568190977,0.0151594216004014,2455219.369129718,0.0153158768080174,1.1120628118515017,0.0537033528089523,True,-5.087,7.55
HD 168443 c,HD 168443c,HD 168443,HD168443,168443,17.76,0.35,0.35,2.881,0.028,0.029,0.2112,0.0013,0.0013,1,5530.0,97.4,0.076,0.062,3.988,0.023,1.711,0.04,1.042,0.031,4.028,0.7,0.02521,0.0227430048655916,2.91202760949784,0.0262439002963748,1.194835473235749,19.90796156090002,1.225596468026346,0.002073123168298,0.2141382193686927,0.0019544188925233,0.5244678009429578,66.6691740860495,0.5482622403980173,10.057705325294188,70.6011705655427,40.54043344734544,5.411482238793724,299.72257025801406,11.128942963397776,0.6704560818855043,1757.1322928350917,1.4140691677350787,2.8868114412762225,2453772.53908848,2.5616484847851098,1.1120628118515017,0.0537033528089523,True,-5.087,7.55
HD 168746 b,HD 168746 b,HD 168746,HD168746,168746,0.2294,0.0078,0.0075,0.06504,0.00054,0.00056,0.098,0.026,0.026,0,5618.9,59.7,-0.034,0.058,4.305,0.021,1.101,0.024,0.895,0.023,4.7765,0.69,0.02403,0.0005764094795151,0.0650452324692876,0.0005638365868988,0.0327646833920932,0.260950682104983,0.1510779814533384,0.0280070033110791,0.0515607216251074,0.0277281541937846,29.698472071151425,26.965342731267278,35.43315592830403,43.2598440822244,90.13900040392106,43.24504406443485,122.62482071576062,182.001851702089,121.36890388377836,0.0001000570664562,6.404474908442227,0.0001008790729652,0.4974953513592481,2455197.4413432484,4.559698095079511,0.0430562943220138,0.0417613051831722,False,-5.013,5.84
HD 169830 b,HD 169830 b,HD 169830,HD169830,169830,2.957,0.069,0.07,0.8131,0.0082,0.0085,0.306,0.012,0.013,0,6179.3,97.6,0.12,0.062,4.009,0.025,1.936,0.046,1.407,0.043,3.11,0.475,0.02656,0.0086141553875302,0.8137089804621658,0.0081311326361509,0.3301837652830244,3.306935050401471,1.3544104863274495,0.010611384518695,0.299185172045738,0.0106852486093795,2.346320881718867,149.80144711092802,2.4163238241407896,37.49923719248232,90.09945416112194,39.44644303077948,122.03696020199128,177.41217871428822,122.16158220415296,0.0454640131294752,225.8082363061159,0.0450133079199588,1.265241347718984,2455084.2897896185,1.3263444495387375,0.4868120551109314,0.2046835869550705,False,-5.095,7.76
HD 169830 c,HD 169830c,HD 169830,HD169830,169830,3.51,0.12,0.12,3.283,0.035,0.036,0.257,0.019,0.019,1,6179.3,97.6,0.12,0.062,4.009,0.025,1.936,0.046,1.407,0.043,3.11,0.475,0.02656,0.0367925137248659,3.305280292436834,0.0351602299627877,0.4239224181072085,3.813420341483357,2.1315853274365213,0.0207490647887587,0.278825688442099,0.021606132216473,8.600105413490347,-47.93469774586512,8.942643006119887,40.84613796888999,88.66585486734728,40.6895062702789,119.25528344651885,179.1415160596728,120.9837439158006,9.004963076537706,1847.785737274684,9.622598112457126,44.65216574259102,2456409.2149440185,47.603746792301536,0.4868120551109314,0.2046835869550705,False,-5.095,7.76
HD 170469 b,HD 170469 b,HD 170469,HD170469,170469,0.555,0.075,0.072,2.212,0.04,0.044,0.15,0.16,0.11,0,5765.6,100.1,0.311,0.059,4.28,0.029,1.275,0.029,1.135,0.048,4.1562,0.62,0.01659,0.0379580763028055,2.185397944212105,0.0391018983402453,0.1110633726779443,0.620513259100267,0.3657507859552733,0.1014221257118098,0.1471759308204382,0.1456411031899232,145.16233623264338,98.32619457599338,52.61279972786178,43.46871261335367,90.52132378630736,42.93504566565055,124.36530114853956,182.7583013440218,120.31515799562344,15.52624833557229,1105.7839980234835,21.00277445193524,214.8477279492654,2455322.6523350924,195.37694222200665,0.0604923106729984,0.0431192331016063,False,-5.068,7.09
HD 175541 b,HD 175541 b,HD 175541,HD175541,175541,0.577,0.049,0.047,0.99,0.03,0.032,0.057,0.053,0.039,0,4970.4,60.4,-0.098,0.059,3.297,0.046,4.493,0.117,1.449,0.137,2.5016,0.89,0.00769,0.0319058993650411,0.9897572562791168,0.0301153260904895,0.1046281525525135,0.6906476512640543,0.3828845104140521,0.0559217176051178,0.0857680994148289,0.0642386281525235,40.83028400084697,-123.49972131354345,280.21614466972096,43.037180320084126,90.24021155105255,42.47977340139748,121.35281653445064,179.75170810084288,122.78280176980935,0.3655285794785072,298.7434058753953,0.362942552556774,39.57757637882605,2455280.946570801,29.60158879403025,0.065907634794712,0.0436124317348003,False,-5.183,10.24
HD 177830 c,HD 177830c,HD 177830,HD177830,177830,0.104,0.016,0.015,0.496,0.017,0.018,0.54,0.12,0.15,0,4744.9,66.8,0.353,0.057,3.454,0.051,3.576,0.087,1.319,0.139,3.3196,1.092,0.0159,0.0182587523765764,0.4970868459626246,0.0161494425204854,0.0232962858972554,0.1335896409392921,0.0609201467485283,0.1283925816073776,0.430592000198767,0.1173577025590091,16.26714200057488,127.29083036187316,12.603502511738697,37.45511642757276,88.30253774292265,43.91235729310444,116.99044112571568,171.8646212390628,127.55649359253246,0.0521800557979759,111.15231722055962,0.0558915566126501,3.788769545033574,2455179.7670422806,2.74620998557657,0.006244771182537,0.0295912008732557,False,-5.311,14.63
HD 177830 b,HD 177830 b,HD 177830,HD177830,177830,1.347,0.097,0.098,1.179,0.04,0.043,0.028,0.017,0.017,1,4744.9,66.8,0.353,0.057,3.454,0.051,3.576,0.087,1.319,0.139,3.3196,1.092,0.0159,0.0435442990573113,1.1819823242193976,0.0383208564354609,0.194435137661793,1.5563442583188667,0.498704151703804,0.0126117651882264,0.0194554350933369,0.0144452238371902,256.7095464447087,98.13663674323848,64.43912410679658,35.69470823229774,87.9973584129318,38.63356350451829,124.88976330400814,181.10442443375769,120.77393407222904,0.1881333749232112,407.3033666305802,0.1886158815523231,50.64350328827277,2455133.479153191,56.68828584207222,0.006244771182537,0.0295912008732557,False,-5.311,14.63
HD 178911B b,HD 178911B b,HD 178911B,HD178911B,178911b,7.07,0.22,0.23,0.34,0.0053,0.0055,0.1132,0.0025,0.0025,0,5576.1,88.8,0.26,0.06,4.423,0.032,1.032,0.023,1.026,0.049,4.6321,0.73,0.02438,0.0051238424337316,0.3408534219171841,0.0053504706466933,0.7115228362363819,7.866248030096465,2.2389526457318087,0.0012292178389908,0.1156272020276805,0.0012334969448319,0.6920937013570665,168.52560967619374,0.7124483355253801,32.24146237442219,89.53068917039414,35.693715147544566,126.1145763852461,184.77613772449823,126.62190894976784,0.0006339132667676,71.48147574224959,0.0006138030142039,0.1307645356282591,2455166.34856139,0.1312198559753596,0.7971625328063965,0.2750856578350067,False,-4.909,4.01
